gene	TCGA-BH-A18U-01	TCGA-BH-A1EO-01	TCGA-BH-A1EV-01	TCGA-BH-A0C0-01	TCGA-AC-A2FM-01
AC018638.6	0.177892	0.083715	0.079999	0.157285	0.11723
AC018638.7	0.08671	0.309442	0.075822	0.178887	0.622212
AC018643.1	0	0	0	0	0
AC018645.3	3.990699	8.089875	3.256925	0.422204	6.748226
AC018647.1	0.011302	0.027922	0.083013	0.03886	0.092683
AC018647.2	3.465168	5.353871	6.483717	4.196481	5.127853
AC018648.1	0	0.158783	0.101156	0	0.34588
AC018653.1	0.02473	0	0	0	0.050702
AC018653.3	0.696404	0.314873	1.375516	0.770001	0.811874
AC018680.1	0	0	0	0	0
AC018682.1	0.105986	0.069827	0.033364	0.043731	0.097782
AC018682.2	0	0	0	0	0.041362
AC018685.1	0	0	0	0	0
AC018685.2	0.088296	0	0.185299	0.121438	0
AC018690.1	0.668658	0.423591	0.296843	1.025759	0.527266
AC018692.2	0	0	0	0	0
AC018693.1	0	0	0	0	0.030006
AC018695.2	0	0.053247	0	0	0.033139
AC018695.3	0	0.129984	0.082809	0	0.04045
AC018695.4	0.140196	0.115458	0.196146	0.257094	0.431149
AC018695.6	0.602967	0	0.158175	1.119551	0.834443
AC018697.1	0	0.029204	0.018605	0	0.054527
AC018716.1	0	0	0	0.039469	0
AC018730.1	0	0	0	0	0
AC018730.4	0	0	0	0	0
AC018731.1	0	0	0	0	0
AC018742.1	0	0	0.019153	0.025105	0.037423
AC018752.1	0.625213	1.930836	0.492031	0.644919	0.64091
AC018755.1	0.01362	0.022434	0.014292	0	0.013962
AC018755.3	0.087496	0.036028	0.137715	0.270761	0.885714
AC018755.4	0.390069	0.817699	0.59535	1.463143	0.072702
AC018761.1	0	0.273369	0	0	0
AC018761.2	0	0	0	0	0
AC018761.3	0.082986	0	0.130616	0	0
AC018761.4	0	0	0	0	0
AC018766.1	0.266103	0.328721	0.802769	0.320239	1.057038
AC018766.4	1.703933	0.483883	1.41803	1.292977	2.19845
AC018767.1	0	0	0	0	0
AC018767.2	0	0.044195	0.028155	0	0
AC018767.3	0	0	0.035121	0	0
AC018781.1	0.016529	0.027225	0	0.022733	0.033888
AC018809.1	0.524026	0.095902	0.885893	0.320322	0.417808
AC018809.2	1.570759	0.631188	1.458203	0.799275	1.428887
AC018814.1	0	0.22283	0	0	0
AC018816.1	18.248368	0.296751	0.823722	0.230095	2.651631
AC018832.1	0.028444	0	0	0	0
AC018845.1	0	0	0.045411	0	0
AC018845.3	0.312001	0.565281	0.163692	0.257468	0.1919
AC018861.2	0	0	0	0	0
AC018865.1	0	0	0	0.038308	0
AC018866.2	0	0	0	0	0
AC018878.1	0	0	0	0	0
AC018890.4	0	0	0	0	0
AC018904.1	0.594068	1.859112	0.498688	0.980468	1.339762
AC018904.2	0.009163	0	0	0	0
AC018926.1	0.148039	0.121916	0.155338	0.101803	0.037939
AC018926.2	0.064656	0.106493	0.033922	0.177849	0.099418
AC018926.3	0.317226	0.195937	0.208043	0.490838	0.203244
AC018943.1	0	0	0	0	0
AC018946.1	0	0	0	0	0.036034
AC018953.1	0	0	0	0	0
AC019055.1	0	0	0	0	0
AC019064.1	0	0	0	0	0
AC019068.1	0	0	0	0	0
AC019069.1	0.531407	0.974737	0.430881	1.112926	1.139022
AC019077.1	0.040552	0.066793	0.085104	0.167322	0.374133
AC019080.1	0.404108	0.09984	0.277978	0.185265	0.025316
AC019080.3	0.145038	0	0.228285	0	0
AC019080.4	0.057089	0.047016	0.089857	0.235556	0
AC019080.5	0.44661	0.105086	0.513263	0.4095	0.021801
AC019103.1	0	0	0	0	0
AC019117.2	0.143743	1.450138	6.221774	1.112054	0.092095
AC019117.3	1.115598	0.158404	21.010364	0.158726	0
AC019118.1	0	0	0	0	0
AC019118.2	0.016911	0	0	0.023259	0.017336
AC019129.2	0.013036	0	0	0.035858	0.013363
AC019130.1	0	0	0	0	0
AC019131.1	0	0	0	0	0
AC019131.2	0.351592	0.701019	0.21359	0.356312	0.625992
AC019133.1	0	0	0	0	0
AC019155.2	0	0	0	0	0
AC019163.1	0	0	0	0	0
AC019171.1	0.091473	0.125553	0.223961	0.041936	0.125026
AC019172.2	0	0	0	0	0.023017
AC019181.2	0.085181	0.280601	0.059588	0	0.08732
AC019183.1	0	0	0	0	0
AC019185.1	0	0	0.032487	0	0
AC019186.1	0.206779	0.145964	0.061993	0.162512	0.030282
AC019193.2	0.025393	0.209123	0.319742	0	0
AC019193.3	0	0	0.091479	0.039968	0
AC019197.1	0	0.079392	0.022479	0.007366	0.038431
AC019205.1	0.232061	0.31852	0.405839	0.132986	0.183371
AC019209.1	0	0	0	0	0
AC019209.2	0	0	0	0	0
AC019209.3	0	0	0	0	0
AC019211.1	0	0	0	0	0
AC019254.1	0	0.104397	0.155186	0	0.346529
AC019254.2	0	0	0	0	0.029682
AC019257.1	0.060072	0	0.042023	0	0.24632
AC019257.2	0.032393	0	0	0	0.099618
AC019270.1	0	0	0.004843	0	0
AC019294.1	0	0	0.007999	0	0
AC019294.2	0.006468	0	0.006787	0.008896	0.112719
AC019294.3	0	0	0	0.015244	0
AC019330.1	0	0	0	0	0
AC019349.1	0	0	0	0	0
AC020551.1	0	0	0	0	0
AC020558.1	0.075761	0	0.119245	0.156298	0.077663
AC020558.2	0.567017	0.033354	0.23374	0.334222	1.100229
AC020594.1	0.904986	0.313808	0.849651	0.131019	0.244134
AC020595.1	0	0	0	0	0
AC020611.2	0.023993	0	0.025176	0	0.049191
AC020612.3	0.112977	0	0.088911	0.038846	0.115814
AC020634.2	0.645142	0.241501	0.400018	0.241992	0.090183
AC020636.1	0.113977	0.046932	0.029899	1.175694	0.496564
AC020637.1	0.018623	0	0.00977	0	0
AC020651.1	0	0	0	0	0
AC020656.1	0	0	0	0	0
AC020656.2	0.009097	0.004995	0.14637	0.016683	0.034194
AC020658.2	0	0	0.012607	0	0
AC020658.3	0.003997	0	0.004194	0.016491	0.004097
AC020658.4	0.282443	0	0.148185	0.064743	0.168895
AC020658.5	0.109271	0.179978	0.305757	1.102102	0.037338
AC020659.1	0.004407	0	0.069367	0.139412	0.054213
AC020659.2	0	0	0.017255	0.022617	0
AC020661.1	0.1118	0.150664	0.714542	0.153766	0.208377
AC020661.2	0	0	0.040804	0	0
AC020661.3	0.032198	0.053034	0.033786	0	0.033007
AC020661.4	0.017367	0.014302	0.009112	0.011943	0.008902
AC020663.1	0.086866	0	0.273449	0	0
AC020663.2	0.313041	0.073658	0.610027	1.29163	0.229214
AC020663.3	0.044269	0.024305	0.061936	0.081181	0.090761
AC020687.1	0	0	0	0	0
AC020703.1	0	0	0	0	0
AC020704.1	0	0	0	0	0
AC020718.1	0	0	0	0	0
AC020719.1	0	0	0	0	0
AC020741.1	0	0	0	0	0.015876
AC020743.1	0	0	0	0	0
AC020743.2	0	0	0	0	0
AC020743.3	0	0	0	0	0
AC020763.1	0.058436	0	0.061318	0	0.089855
AC020765.2	1.043469	0.184145	0.508356	1.793931	0.611238
AC020779.2	0	0	0	0	0
AC020891.1	0	0	0	0.254508	0
AC020891.2	0	0	0.326541	0	0
AC020891.3	0	0	0.093075	0	0.045464
AC020892.1	0	0	0	0	0
AC020892.2	0	0	0	0	0
AC020897.1	0	0	0	0	0
AC020900.1	0.085483	0.046932	0.029899	0.03919	0.02921
AC020904.2	0.37095	0.061099	0.924447	0.306114	0.351744
AC020905.1	0.027999	0	0	0	0
AC020907.1	0.238507	0	0.325348	0.721673	0.012225
AC020907.2	0	0	0	0	0
AC020907.3	0.227954	0.046932	0.179395	0	0.087629
AC020907.4	0.122428	0.201649	0.417509	0.168382	2.447277
AC020908.1	0	0	0	0	0
AC020908.2	0	0	0	0.218689	0
AC020908.3	0.026392	0	0	0	0
AC020909.2	0	0	0	0	0
AC020909.3	0	0	0	0	0
AC020910.2	0.116944	0	0	0	0.03996
AC020910.5	1.818617	1.031209	1.658022	1.476149	1.222477
AC020911.1	0.111413	0.045877	0.08768	0.153233	0.485395
AC020911.2	0.020049	0	0	0	0
AC020913.1	0.032524	0	0.102382	0.089464	0.03334
AC020913.2	0.025595	0	0.053714	0.035202	0.026238
AC020913.3	0	0	0	0	0.792165
AC020914.1	0	0	0	0	0
AC020915.1	0.106643	0.056459	0.071936	0.026191	0.30063
AC020915.2	0.819597	0.482124	0.92144	0.483103	6.361324
AC020915.3	0.93932	1.566725	1.59698	1.308256	5.308158
AC020916.1	2.70438	1.823591	2.752026	4.680574	4.865443
AC020916.2	0	0.073658	0	0	0.229214
AC020917.2	0.040148	0	0	0	0
AC020917.3	0	0	0	0	0.068669
AC020922.2	0	0	0	0	0
AC020922.3	0.117727	0.048477	0.092649	0.404794	0.482733
AC020922.4	0.379923	0.078221	0.797313	0	0.146048
AC020928.1	0.062826	0.478596	0.815811	0.054005	1.714747
AC020928.2	0.014656	0.01207	0.038446	0	0.067606
AC020931.1	0.035882	0.039401	0.075303	0.049351	0.036783
AC020934.1	0.021785	0	0	0.029962	0
AC020934.2	0.035305	0	0	0.145673	0.036192
AC020978.1	0.07523	0.061955	0.118409	0.206937	0.038559
AC020978.2	0	0	0.137903	0.180753	0.168402
AC020978.3	0.314985	0.230581	0.220344	0.288812	0.107631
AC020978.4	0.453074	0.14925	0.633886	0.581597	0.774082
AC020978.5	0	0	0	0	0
AC020978.6	0	0	0	0	0
AC020978.7	0.069255	0.043873	0.02236	0.14654	0.054611
AC020980.1	0.035151	0	0	0	0.036034
AC021016.2	0.644598	1.77383	0.560902	0.454089	0.870298
AC021016.3	0.101253	0	0.035415	0.04642	0.172992
AC021028.1	0.188453	0.088685	0.310742	0.407299	0.165586
AC021035.1	0	0	0	0	0
AC021066.2	0.124414	0.040984	0.208879	0	0.076523
AC021074.3	0	0	0	0.010749	0
AC021086.1	0.347736	0.046439	0.207095	0.06463	0.028903
AC021087.1	1.07945	0.203194	0.194173	0.254508	0.189695
AC021087.4	0.313992	0.094031	0.089857	0.117778	0.029261
AC021088.1	0	0	0	0	0.020501
AC021092.1	0.120006	0.076023	0.116237	0.050785	0.056778
AC021097.1	0	0	0	0	0
AC021127.1	0	0.046849	0	0	0
AC021134.1	0	0	0	0	12.903163
AC021146.12	0	0	0.035415	0	0.034598
AC021148.1	0.107263	0.14455	0.061392	0.120703	0.219913
AC021151.1	0.087974	0	0.092312	0.241992	0
AC021180.1	0	0	0	0	0
AC021188.1	0.021756	0.107501	0.091314	0.179532	0.066906
AC021192.2	0.020353	0.033523	0	0	0.020864
AC021205.3	0.056522	0.15516	0.168041	0.246169	0.289703
AC021218.1	0.006348	0	0	0	0.006508
AC021224.1	0.150285	0.092824	0.157695	0	0.096286
AC021231.1	0.011996	0	0.037764	0	0.024595
AC021237.1	0	0.016139	0	0	0.010045
AC021242.2	0	0	0	0	0
AC021242.3	0.023383	0.019257	0.024536	0.176881	0.251686
AC021321.1	0.318224	0.381194	0.273203	0.85545	1.438305
AC021351.1	0	0	0.039165	0.017111	0
AC021355.1	0	0	0	0	0
AC021382.1	0	0	0	0	0
AC021393.1	0	0	0	0	0
AC021422.2	0.068073	0	0.071429	0	0.139564
AC021483.1	0	0.049196	0.062683	0.08216	0.030619
AC021483.2	0.096817	0.239198	0.166899	0.114135	0.326099
AC021491.1	0.092259	0	0	0.063445	0
AC021491.2	0.036341	0	0.038133	0.19993	0.149015
AC021491.3	0	0	0	0	0
AC021491.4	0.056313	0.113364	0.052524	0.232351	0.051313
AC021504.1	0.003108	0.005119	0	0.008549	0.003186
AC021506.1	0	0	0	0	0
AC021517.1	0	0	0.00648	0	0.012661
AC021534.1	0	0	0.185299	0	0
AC021546.1	0.015615	0.205756	0.03277	0	0
AC021549.2	0.148723	0.06124	0.936336	0.102274	0.495484
AC021594.1	0.101253	0.125079	0	0	0
AC021594.2	0	0	0	0	0
AC021613.1	0.038607	0	0	0	0
AC021660.2	0	0	0	0	0
AC021678.2	0	0	0.057135	0.124815	0
AC021683.1	0.063777	0.04502	0.047802	0	0.01868
AC021683.2	0.009509	0.031325	0.039913	0	0.009748
AC021683.3	0.05235	0	0	0.0288	0.003578
AC021713.1	0	0	0	0	0
AC021733.2	0	0	0	0	0
AC021736.1	0	0	0	0	0
AC021739.2	0.400811	0.220057	0.070096	0.298599	0.325275
AC021739.3	0.188295	0	0.09879	0.077692	0.17372
AC021739.4	0	0.046602	0	0.038914	0.058009
AC021739.5	0.228127	0	0.136786	0.044822	0.200447
AC021744.1	0	0	0	0	0
AC021752.1	0.018096	0	0.012659	0.024888	0.074201
AC021755.2	0.074533	0.030691	0.117313	0	0.095506
AC021755.3	0.035305	0	0.148185	0	0.180959
AC021785.1	0	0	0	0	0
AC021818.1	0.029432	0	0.247065	0	0.392221
AC021851.1	0.461253	0.367608	0.421546	0.470676	0.091516
AC021860.1	0	0	0	0	0
AC021915.1	0	0	0	0	0
AC021915.2	0	0	0	0	0
AC021979.1	0	0	0	0	0
AC021979.2	0	0	0	0	0
AC022001.2	0.027757	0.045719	0.029126	0	0.085363
AC022001.3	0.135061	0	0.028344	0.037151	0.02769
AC022007.1	2.427914	1.93668	2.447593	2.779799	2.000219
AC022017.1	0	0	0	0	0
AC022028.2	0	0	0	0	0
AC022031.1	0	0.010226	0	0	0
AC022031.2	0.078469	0	0.027446	0.089936	0
AC022034.1	1.760326	2.999388	3.262547	3.886718	0.283469
AC022034.3	0.054206	0	0.227516	0	0
AC022034.4	0.411921	0.508851	0.288155	0.566539	0
AC022035.1	0.053309	0	0	0	0
AC022039.1	0	0	0.034617	0	0
AC022075.1	0.847627	0.121809	0.107447	0.328613	0.017495
AC022079.1	0.267429	0.264287	0.056123	0.110343	0.1919
AC022079.2	0.284439	1.264936	0.208925	0.234723	0.262422
AC022081.1	0	0.06124	0	0	0
AC022087.1	0	0	0	0	0
AC022092.1	0	0.105225	0	0	0
AC022098.1	0.38909	0.416146	0.41888	0.416991	0.828798
AC022098.2	0	0	0.032612	0.042746	0
AC022098.3	0.408869	0.168361	0.42903	0.632635	0.366743
AC022098.4	0.091473	0.150664	0.095983	0.125808	0
AC022101.1	0	0.070243	0	0.019552	0
AC022113.2	0	0	0	0	1.617524
AC022118.1	0	0	0	0	0
AC022126.1	0.081446	0.178866	0.11395	1.232199	0.055661
AC022140.1	0	0	0	0	0
AC022144.1	0.32606	0.520267	0.256603	1.023027	0.24024
AC022145.1	0	0	0	0	0
AC022146.2	0	0.152395	0.14563	0.318136	0
AC022148.1	0.019711	0.032466	0.031025	0.020333	2.263097
AC022148.2	0.114995	0	0	0.03954	0.265234
AC022150.1	0	0	0	0	0
AC022150.2	3.049854	1.894058	4.6692	0.722029	2.562645
AC022150.3	0.164651	0.361593	0.153573	0	0.037508
AC022150.4	2.001098	4.320155	2.034522	1.104002	0.996696
AC022154.1	0.351036	0.099687	0.393748	0.09989	0.148903
AC022164.1	0.048183	0.119043	0.120078	0.016567	0
AC022165.1	0.108049	0	0.113376	0.074303	0.110761
AC022166.1	0	0	0	0	0.021859
AC022166.2	0	0	0	0	0
AC022167.1	0	0	0	0	0
AC022167.2	0.74951	0.270989	0.991077	0.787801	0.905752
AC022167.3	0.037703	0.124201	0.079124	0.259277	0.077299
AC022167.4	0	0	0.135687	0.088925	0.033139
AC022182.1	0.224421	0	0.074364	0.03249	0.799139
AC022182.2	0.093709	0	0.09833	0.283544	0.153699
AC022188.1	0	0	0	0	0
AC022196.1	0.058331	0	0.030603	0	0
AC022201.1	0	0	0	0	0
AC022201.2	0	0	0	0	0
AC022211.2	0.202082	0.110949	0.141365	0.216172	0.598451
AC022211.3	0.471446	0.650591	0.254031	1.796264	2.383757
AC022211.4	0.603721	0.132584	0.211163	1.107112	1.320275
AC022217.3	0.136434	0	0.322113	0	0.13986
AC022217.4	0.137209	0.075332	0.095983	0	0.046885
AC022239.1	0	0	0	0.087866	0.032745
AC022272.1	0.227917	0.170636	0.217414	0.142485	0.191159
AC022274.1	0	0	0	0	0
AC022296.4	0.039948	0	0	0.164831	0
AC022306.2	0.423009	0.614764	0.417757	0.342229	1.275381
AC022306.3	0.146357	0.144637	0.092144	0.241552	0.360075
AC022336.2	0	0	0	0	0
AC022364.1	0.625557	3.858935	0.873138	0.154216	0.919546
AC022367.1	0	0	0	0	0
AC022382.1	0.479144	0.394595	0.150831	0.197699	0.73676
AC022392.1	0	0	0	0	0
AC022395.1	0.046329	0.025436	0.081022	0.02124	0.015831
AC022400.1	0.397959	0.35753	0.265734	0.398063	0.222518
AC022400.2	0.092952	0	0	0.102274	0
AC022400.3	0.004226	0.01392	0.022169	0.069739	0.043316
AC022400.5	0.193561	0.110891	0.26492	0.335664	0.362334
AC022400.6	0.594267	0.35593	0.892838	0.501544	0.8584
AC022405.1	0	0	0	0.085823	0
AC022415.2	1.326568	1.52074	1.169262	1.080109	1.055262
AC022424.1	0.036219	0.059655	0.266032	0	0.018564
AC022424.2	0	0	0	0	0
AC022431.1	0.120144	0	0.031517	0.04131	0
AC022441.1	0.020276	0	0	0	0
AC022441.2	0	0	0	0	0
AC022447.1	0	0	0	0	0
AC022447.2	0	0	0	0	0
AC022447.3	0	0	0	0	0
AC022447.5	0	0	0	0	0
AC022447.6	0	0	0	0	0
AC022447.7	0	0	0	0	0
AC022467.1	0.15046	0.141612	0.135325	0.059125	0.022034
AC022469.1	0	0	0	0	0
AC022469.2	0	0	0	0	0
AC022486.1	0	0.017881	0	0	0
AC022498.1	0	0	0	0	0
AC022509.1	0.042817	0.164555	0	0.078519	0.014631
AC022509.2	0.368509	1.138061	0.265842	0.443478	0.259711
AC022509.3	0.214397	4.590683	0.634001	0.268066	0.239759
AC022509.4	0.112582	0.139074	0.0886	0	0
AC022511.1	0	0	0	0	0
AC022517.1	0.04653	0	0	0	0.095396
AC022523.1	0	0	0	0	0
AC022523.3	0	0	0	0	0
AC022535.1	0	0	0	0	0
AC022537.1	0	0	0	0	0
AC022540.1	0.026178	0.043117	0.013734	0	0.026835
AC022558.1	0.354609	0.116814	0.297675	0.487714	0.399863
AC022558.2	0	0	0	0	0.043776
AC022558.3	0.2106	0.038542	0.171877	0.450569	0.287851
AC022596.1	0	0	0	0.073319	0
AC022601.1	0	0	0	0	0
AC022613.1	0.035305	0.067843	0.024697	0.072836	0.012064
AC022613.2	0.443811	0.255848	0.162993	0.33572	0.318467
AC022613.3	0.023922	0.0197	0.012551	0.032901	0.024522
AC022634.2	0	0	0	0	0
AC022655.1	0	0	0	0	0
AC022679.1	0	0	0	0	0
AC022679.2	0	0	0	0	0
AC022690.2	0	0	0	0	0
AC022695.2	0	0	0	0	0
AC022695.3	0.03368	0	0	0	0
AC022706.1	0.698986	0.557076	0.189278	1.302484	0.485395
AC022710.1	0.009039	0.014889	0	0	0
AC022726.1	0	0	0	0.106967	0
AC022730.3	0	0	0	0	0
AC022730.4	0.034008	0.044811	0	0.037418	0
AC022733.1	0.04357	0	0	0	0
AC022733.2	0.333506	0.649188	0	0.125097	0.03108
AC022748.1	0	0	0.043095	0	0.042101
AC022748.2	0	0	0.068255	0.035785	0.013336
AC022762.1	0	0	0.041405	0.027135	0
AC022762.2	0.047596	0.313576	0.424511	0.081826	1.292952
AC022778.1	0	0	0	0	0
AC022784.1	0.055197	0.212135	0.21237	0	1.622052
AC022784.2	0	0	0	0	0
AC022784.3	0	0	0	0	0
AC022784.5	0.22257	3.625186	1.634812	0.068025	1.014036
AC022784.6	0.0864	0	0.06044	0	0.265708
AC022809.1	0	0	1.302502	0	0
AC022816.1	0.020024	0	0	0.05508	0.020527
AC022819.1	0.012352	0.006782	0.082089	0	0.021104
AC022858.1	0.016478	0	0	0	0.050676
AC022872.1	0.082454	0	0	0.056702	0
AC022874.1	0	0	0	0	0.210044
AC022893.1	0.23135	0.194262	1.332786	0.405535	0.218558
AC022893.2	0.009769	0.056316	0	0	0.005007
AC022893.3	0.110521	0	0.270598	0	0.037765
AC022898.1	0	0.027003	0.017203	0.022548	0
AC022898.2	0.036812	0.080844	0.064379	0.033753	0.201261
AC022903.1	0	0	0	0	0
AC022915.1	0	0	0.058453	0	0.057105
AC022915.2	0	0.078254	0	0.009335	0
AC022915.3	0	0	0	0	0
AC022916.2	0.062932	0.216733	0.54029	1.589457	0.879714
AC022916.3	0	0	0	0	0
AC022916.5	0	0	0	0	0
AC022929.1	0	0	0	0	0
AC022929.2	0.068121	0	0.079422	0	0.124144
AC022960.1	0.138786	0	0.048543	0.190881	0
AC022960.2	0.072519	0	0	0	0.09912
AC022966.2	0	0	0	0	0
AC022973.3	0.087974	0.0966	0.092312	0.040332	0.060122
AC022973.4	0.034474	0.056781	0.180868	0	0.035339
AC022973.5	0.368685	0.202418	0.571085	0.217317	0.179972
AC023024.1	0.037296	0.522146	0.097836	0.179532	1.745923
AC023034.1	0.029621	0	0.031082	0	0.015183
AC023043.1	2.458503	0.56604	0.388346	3.490402	0.812977
AC023043.4	0.932249	0.826805	0.451485	0.493146	1.359971
AC023051.1	0.110269	0	0.038569	0.050553	0
AC023078.1	0	0	0	0	0
AC023090.1	0	0	0	0	0.032875
AC023115.1	0	0	0	0.038575	0.086255
AC023128.1	0	0	0	0	0
AC023136.1	0	0	0	0	0
AC023137.2	0.731783	0.172187	1.042104	0.647013	0.857321
AC023154.1	0	0.005479	0.010471	0.00915	0.010229
AC023157.3	2.960778	0.68578	5.097044	1.770955	1.067032
AC023158.1	0	0	0.016481	0	0.016101
AC023158.2	0	0	0	0	0
AC023161.1	0	0	0	0	0
AC023194.3	0	0	0	0	0
AC023200.1	0	0	0	0	0
AC023202.1	0	0	0.068811	0.045096	0
AC023282.1	0.022988	0.063105	0.056283	0.010539	0
AC023300.1	0	0	0	0	0
AC023300.2	0	0	0	0	0
AC023301.1	0.080277	0.444752	0.076578	0	0.007481
AC023302.1	0.359942	0	0.103006	0	0.301892
AC023310.4	0.074304	0	0.025989	0.034065	0
AC023347.1	0	0	0	0	0.017939
AC023355.2	0.14356	0.02252	0.089666	0.08462	0.115629
AC023389.2	0.0559	0	0.029328	0.038441	0.057304
AC023394.1	0	0	0	0	0
AC023394.2	0	0	0	0	0
AC023403.1	0	0	0	0	0.016789
AC023421.1	0.045096	0.044566	0.066247	0.384543	0.055474
AC023442.2	0	0	0	0	0
AC023442.3	0	0	0	0	0
AC023469.1	0	0	0	0	0
AC023469.2	0	0	0	0	0
AC023481.1	0.017163	0.02827	0.01801	0	0.017594
AC023490.4	0	0	0.015656	0	0
AC023490.6	0	0.074069	0	0	0.046099
AC023509.1	0.010248	0.033758	0.064518	0.098661	0.04202
AC023509.2	0.014018	0	0.044126	0.019279	0.007185
AC023509.3	1.828042	0.821166	2.659294	0.828548	1.34157
AC023510.1	0.032856	0	0.103427	0	0
AC023510.2	0.129484	0.781997	0.090579	0.326494	0.176981
AC023511.1	0	0	0	0	0
AC023590.1	0.029869	0.081994	0.031341	0.109547	0.030619
AC023595.1	0	0	0	0	0
AC023632.2	0.215976	0.755929	0.58545	0.829251	0.507372
AC023632.5	0.032789	0.162017	0.034405	0.090192	0
AC023644.1	0.069393	0	0	0.02386	0
AC023669.1	0	0	0	0	0.031495
AC023669.2	0	0	0	0	0
AC023762.1	0	0	0	0	0
AC023790.2	0.221088	0.04414	0.07733	0.055286	0.199168
AC023794.2	0.412487	0	0.11142	0.117957	0.912671
AC023794.3	0.51933	0.065799	0.041918	0.659322	0.327612
AC023794.4	0.335401	0.100442	0.095983	0.167744	0.125026
AC023794.5	0.185315	0.247999	0.267372	0.302664	0.178095
AC023794.6	0.085407	0	0.179237	0.146832	0.153215
AC023794.7	0.111956	0.11064	0.078317	0.061592	0.527926
AC023796.1	0	0	0	0	0
AC023796.2	0	0	0	0.098192	0
AC023813.1	0	0	0	0	0
AC023813.3	0.209081	0	0.031341	0.08216	0.061237
AC023813.4	0	0	0	0	0
AC023824.1	0	0	0	0	0
AC023824.3	0	0	0	0.017545	0
AC023824.4	0	0	0	0	0
AC023824.5	0	0	0	0	0
AC023825.2	0.023957	0	0	0.098849	0
AC023830.1	0.052169	0	0.065689	0.129151	0.021391
AC023830.2	0	0	0	0	0
AC023830.3	0.088518	0.036449	0.023221	0.045654	0.04537
AC023855.2	0.358757	0	0.188223	0.123355	0.091941
AC023866.1	0	0	0	0	0
AC023866.2	0	0	0	0	0
AC023905.1	0.010871	0.017905	0	0	0
AC023906.2	0	0	0.036565	0	0
AC023906.3	0	0	0	0	0
AC023906.4	0	0.086206	0.010984	0.014397	0
AC023906.5	0.076059	0.083518	0.026603	0.139479	0.077969
AC023908.1	0	0	0.029794	0	0.029107
AC023908.2	0	0	0	0	0
AC023908.3	1.764734	0.174052	0.765094	0.283409	0.698701
AC023946.1	0	0	0	0	0
AC023983.1	0.085181	0.327368	0.029794	0.156206	0.029107
AC023983.2	0.085939	0.047183	0.030059	0.157596	0.088097
AC024022.1	0	0	0	0	0
AC024028.1	0.03684	0	0.038657	0	0
AC024060.2	3.812976	3.166988	3.282862	2.823807	3.942116
AC024075.1	1.503774	3.253895	1.701682	2.51432	6.105666
AC024075.2	1.95639	4.410468	2.087262	2.841061	9.344103
AC024075.3	0.664509	2.587006	1.299466	0.664683	3.344036
AC024084.2	0.035383	0	0.037128	0.145993	0
AC024132.1	0	0	0	0	0
AC024132.3	0.233806	0	0.070096	0	0.410874
AC024132.4	0	0	0	0	0
AC024145.1	0.020773	0.102646	0.152582	0.114283	0.085179
AC024224.2	0	0	0	0	0
AC024230.1	0	0	0	0	0
AC024243.1	0.041386	0.068167	0.021713	0.056921	0.127276
AC024257.1	0	0	0	0.039121	0
AC024257.3	0.083919	0.007275	0.11123	0.066822	0.022638
AC024257.4	0.281209	0.057897	0.33196	0	0
AC024257.5	0.030319	0	0.063627	0	0.09324
AC024267.2	0	0.029628	0	0	0.01844
AC024267.4	0.057293	0	1.142235	0.236394	0.675407
AC024267.5	0.145475	0	1.30599	0.133387	0.082849
AC024267.6	0.080631	0	1.720328	0.110896	0.082655
AC024267.7	0.012737	0.020978	0.106918	0	0.03917
AC024270.2	0.064526	0.05314	0.135415	0	0.132292
AC024270.3	0	0	0	0	0
AC024270.4	0.344164	0.188956	0.20063	0.105189	0.509607
AC024337.1	0.140974	0	0.29585	0.038778	0.028903
AC024337.2	0.017268	0.00948	0.054357	0.031666	0.029502
AC024361.1	0.22569	0.206517	0.315758	0.965705	1.079664
AC024361.2	0.233062	0.265759	0.244554	0.27123	0.496206
AC024361.3	0.145038	0	0.20292	0.664932	0.396479
AC024382.1	0	0	0	0	0
AC024405.2	0	0	0	0	0
AC024451.4	0.064226	0.317355	0.202178	0	0.043892
AC024475.1	0	0	0.027922	0	0.027278
AC024475.3	0.017109	0	0	0	0
AC024559.1	0.028444	0	0.059693	0	0.14579
AC024559.2	0.05504	0	0	0.11355	0.028211
AC024560.1	0.010944	0	0.091873	0.045158	0.022438
AC024560.3	0	0.075979	0.338829	0.253779	0.662029
AC024563.1	0	0.060958	0.135921	0	0.265573
AC024575.2	0.63736	0.194405	0.198159	0.584399	1.355121
AC024579.1	0.043394	0	0	0	0
AC024581.1	0.085332	0	0.029846	0.039121	0
AC024587.2	0	0.026099	0.016627	0	0
AC024588.1	0.365454	0	0.111006	0.105817	0.926716
AC024592.1	0	0	0	0	0.139074
AC024592.2	0.17617	0	0.213296	0.111829	0.111134
AC024603.1	0	0	0	0	0
AC024610.1	0.049843	0	0	0	0
AC024610.2	0.00832	0	0	0	0
AC024614.1	0.209762	0	0	0	0
AC024614.2	0.043278	0	0	0	0
AC024619.1	0	0	0	0	0
AC024619.2	0	0	0	0	0
AC024619.3	0.099686	0	0.156901	0	0
AC024651.1	0	0	0.017211	0	0
AC024651.2	0	0	0	0.021108	0
AC024681.2	0	0	0	0	0
AC024884.2	0.025821	0.042529	0.040641	0.142051	0.079407
