gene	TCGA-BH-A18U-01	TCGA-BH-A1EO-01	TCGA-BH-A1EV-01	TCGA-BH-A0C0-01	TCGA-AC-A2FM-01
AC090136.3	0.0056	0.212135	0.023503	0.015403	0.068884
AC090138.1	0	0	0	0	0
AC090150.1	0	0	0	0	0
AC090150.2	0	0	0	0.027168	0
AC090152.1	0.120075	0.304266	0.077536	0.876543	0.189368
AC090155.1	0	0	0	0	0
AC090155.2	0	0	0	0	0
AC090159.1	0.059923	0	0.020959	0.082415	0
AC090164.2	0	0.154168	0	0.128734	0.063967
AC090164.3	0	0	0	0.009034	0
AC090181.1	0	0	0	0	0
AC090181.2	0.335401	0.197298	0.050277	0.296548	0.024559
AC090186.1	0.028146	0.185432	0.443	0.193551	0.086556
AC090192.2	0	0.047951	0.122192	0.08008	0.029843
AC090193.1	0.02998	0	0	0.082466	0
AC090197.1	0.026843	0.027633	0.063375	0.046149	0.113508
AC090198.1	1.4356	2.116841	1.843531	1.993271	2.158411
AC090200.1	0	0	0	0	0
AC090204.1	0.589253	0.901225	0.419566	1.041988	0.129439
AC090206.1	0.105537	0.126421	0.936266	0.092369	0.413078
AC090213.1	0	0	0	0	0
AC090220.1	0	0	0	0	0
AC090227.3	0	0	0	0.195373	0
AC090229.1	0.480275	0.922897	0.262478	0.027523	0.153854
AC090236.1	0	0	0	0	0
AC090236.2	0	0.024084	0.015343	0	0.074947
AC090241.2	0.003146	0	0.009904	0.004327	0
AC090241.3	0.049555	0	0.064998	0.17891	0.01905
AC090246.1	0.906999	0.186738	0.515516	0.415817	1.045992
AC090260.2	0.041686	0.027464	0.05249	0	0.076919
AC090282.1	0	0	0	0	0.041675
AC090283.1	0	0	0	0	0
AC090286.1	0	0	0	0	0
AC090337.1	0.007762	0	0.032581	0.010676	0.007957
AC090340.1	0.003233	0	0	0	0
AC090358.1	0	0	0.039655	0	0
AC090360.1	0.061888	0.081548	0.112563	0.034048	0.215704
AC090365.1	0	0	0	0	0
AC090371.1	0	0.095042	0	0	0
AC090371.2	0	0	0.057985	0	0
AC090376.1	0	0	0	0	0.01662
AC090377.1	0	0	0.009587	0	0
AC090386.1	0	0	0	0	0
AC090398.1	0	0	0	0	0
AC090403.1	0	0	0.052853	0	0.019363
AC090409.1	0.067136	0.088463	0.239518	0.258542	0.220229
AC090409.2	0.026392	0	0	0.036299	0
AC090415.2	0	0	0	0	0
AC090425.2	2.874863	1.325841	1.689306	0.316318	2.12187
AC090425.3	1.446039	0.47635	0.876686	0.795529	1.021171
AC090457.1	0	0	0	0	0
AC090502.2	0	0	0	0	0
AC090503.1	0	0	0	0	0
AC090503.2	0	0	0	0	0
AC090505.2	0.034697	0	0	0	0.035568
AC090506.1	0	0	0	0	0
AC090510.1	0	0	0	0	0
AC090510.2	0.10238	0.042157	0.107428	0.176011	0.236138
AC090510.3	0	0	0	0	0
AC090515.3	0.345972	0.208943	0.205718	0.12689	0.685673
AC090515.5	0	0.294631	0.187701	0.049205	7.921649
AC090515.6	0.061214	0.050412	0.128464	0	0.125501
AC090517.2	0.568208	0.194977	0.149056	0.45587	0.388316
AC090518.1	0.042647	0.017561	0.011187	0.029327	0
AC090519.2	0	0.040484	0.051582	0.033805	0
AC090527.2	0	0	0.15678	0	0.038291
AC090527.4	0.616941	0	0.215787	0.040406	0.21081
AC090531.1	0	0	0	0	0
AC090539.1	0	0	0	0	0
AC090541.1	0	0	0.036174	0	0
AC090559.1	1.200572	3.573694	1.396371	2.049102	0.548632
AC090559.2	0.11232	0	0	0	0.03838
AC090572.2	0	0	0.088794	0	0.043373
AC090572.3	0	0	0.084045	0	0
AC090578.1	0.047584	0.026125	0.005548	0	0.048779
AC090578.2	0.027241	0	0	0	0.055849
AC090579.1	0.383315	0.57874	0.50277	0.658995	0.392939
AC090587.1	0.358485	0.214711	0.410358	0.313756	0.768379
AC090587.2	0.092839	0.296501	0.345103	0.320755	0.58767
AC090589.2	0.096983	0.07987	0.050883	0	0.049709
AC090589.3	0.785328	0.323376	0.941773	0.540055	2.357633
AC090607.1	0.071711	0.118115	0.188119	0.147944	0.294048
AC090607.3	0	0	0	0	0
AC090607.4	0	0	0	0	0
AC090607.5	0	0	0	0	0
AC090616.1	0.036016	0	0	0	0.03692
AC090616.2	0	0	0	0.087346	0
AC090616.3	0.107687	0	0	0	0
AC090616.5	0	0	0	0	0
AC090617.1	0	0	0	0	0
AC090617.2	0	0.065636	0.041815	0	0
AC090617.3	0	0	0	0	0
AC090617.4	0.030491	0	0.031994	0.041936	0
AC090617.5	0.617803	0.598574	0.991466	1.849352	1.601914
AC090618.1	0	0	0.028877	0.03785	0.084633
AC090621.1	0	0	0	0	0
AC090625.2	0	0	0	0	0
AC090627.1	0.010254	0	0.02152	0	0.010512
AC090630.1	0	0	0	0	0
AC090651.1	0	0	0	0	0
AC090673.1	0.035461	0	0	0	0
AC090679.2	0	0	0	0	0
AC090680.1	0	0	0	0	0
AC090692.1	0.01777	0	0	0	0
AC090696.1	0	0	0	0	0
AC090707.1	0	0	0	0	0.083351
AC090709.1	0.08994	0	0.330311	0	0.046099
AC090720.1	0	0	0	0	0
AC090735.1	0	0	0	0	0
AC090739.1	0.22739	0.411984	0.214742	0.187646	0.675988
AC090753.1	0	0	0	0	0
AC090771.2	0	0.046439	0	0	0
AC090772.1	0.127016	0	0.03332	0.131019	0.097653
AC090772.2	0	0	0.029952	0	0.029261
AC090772.3	0.876149	0.144309	0.988301	1.144769	0.718517
AC090774.2	0	0	0.086189	0	0
AC090791.1	0	0	0	0	0
AC090796.1	0.074649	0.081969	0.02611	0.068446	0
AC090802.1	0	0	0	0	0
AC090809.1	0.023922	0	0	0	0
AC090821.2	0	0	0	0	0
AC090825.1	0.174585	0.78051	0.209364	0.428781	0.383504
AC090826.1	0	0	0.017077	0.004477	0
AC090826.2	0	0	0	0	0
AC090844.2	1.251236	0.054957	2.258243	0.481852	0.034204
AC090844.3	0	0	0.344054	0.022548	0.08403
AC090857.2	0	0	0	0	0
AC090877.2	0.092631	0	0.00972	0	0.009496
AC090907.1	0.163943	0.162017	0.103216	6.989912	0.336119
AC090907.2	0.02236	0	0.023463	5.105016	0.206293
AC090912.1	0.367175	0.279124	0.029637	0.699229	0.550114
AC090912.2	0.026199	0.021576	0	0.054049	0.067142
AC090912.3	0.06041	0.04975	0	0	0.030963
AC090921.1	0.013472	0.02219	0.19791	0.037058	0.01381
AC090948.1	0.351896	0	0.338477	0.604979	0.360731
AC090948.2	1.141789	0.470156	1.407755	1.09926	0.20483
AC090948.3	0.3214	0.240624	0.582519	0.683154	0.359421
AC090950.1	0.026414	0	0.138581	0	0
AC090952.1	0.072194	0.059455	0.075754	0	0.037003
AC090957.1	0	0	0.058912	0.019304	0
AC090970.1	0	0	0	0	0
AC090970.2	0.241674	0.06124	0.468168	0.383526	0.038114
AC090971.2	0	0	0	0	0
AC090971.3	0	0	0.066247	0	0.064719
AC090971.6	0.054946	0	0	0	0
AC090983.1	0	0	0	0	0.012705
AC090985.2	0	0	0	0	0
AC090987.1	0	0	0	0	0
AC090993.1	0	0	0	0	0
AC091027.1	0	0	0	0	0
AC091027.2	0	0	0	0	0
AC091043.1	0	0	0	0	0
AC091044.1	0.085863	0	0	0	0
AC091045.2	0.062427	0.148522	0.189237	0.06678	0.127989
AC091047.1	0	0	0.030603	0.120338	0
AC091053.1	0	0	0	0	0
AC091053.2	0	0.04938	0.125833	0	0.061465
AC091057.1	0.687162	0.164575	0.546302	0.684712	0.7134
AC091057.3	0.049791	0.054674	0.174155	0.114135	0.136111
AC091057.4	0	0.066962	0.02133	0	0.062513
AC091059.1	0	0	0	0.308961	0
AC091062.1	0	0	0	0	0
AC091073.2	0	0	0	0	0.02478
AC091078.1	0.004378	0.007212	0.022971	0.06624	0
AC091078.2	0	0	0	0	0
AC091096.1	0	0.045173	0.028779	0.264047	0.084345
AC091100.1	0.013678	0	0.028705	0.122281	0.08413
AC091114.1	0	0	0.011939	0.015648	0
AC091117.2	0	0	0	0	0
AC091117.3	0	0	0.031168	0	0.030449
AC091132.1	0.029432	0.048477	0	0	0.060342
AC091132.2	0.104676	0.034482	0.021968	0.143968	0.107305
AC091132.4	0.31096	0.116404	0.05191	0.03888	0.137649
AC091132.5	0	0.032103	0.020452	0.026807	0.03996
AC091133.1	0	0	0	0	0
AC091133.3	0	0	0	0	0
AC091133.4	0	0	0	0	0
AC091138.1	0	0	0	0	0
AC091151.1	0.022024	0.217648	0	0.090871	0.158036
AC091151.2	0	0	0	0	0
AC091152.2	0.043867	0.144506	0.065757	0.103428	0.14133
AC091153.2	0	0	0	0.051734	0
AC091153.3	1.262016	0.112359	0.071581	1.407346	0.279719
AC091153.4	0.06708	0.055243	0	0.138389	0.240675
AC091163.1	0.02661	0	0	0.036599	0
AC091163.2	0	0	0	0	0
AC091167.5	0.038981	0.128411	0	0.160839	0.11988
AC091173.1	0.023417	0.07714	0	0	0
AC091179.1	0	0	0	0.041621	0
AC091180.3	0.347202	0.090296	0.095874	0.125665	0.112396
AC091180.4	0	0	0	0	0
AC091180.5	1.248512	0.216464	0.344756	0.271129	0.336805
AC091180.6	0.590024	0	0.044223	0.28982	0.259216
AC091182.1	0.174703	0.306517	4.949559	0.052235	0.038932
AC091182.2	1.141987	0.596399	0.409174	0.306467	1.941581
AC091185.1	0.121964	0.050221	0.447922	0.335488	0.843926
AC091198.1	0	0	0	0	0
AC091212.1	0	0	0	0	0.083562
AC091231.2	0	0	0	0	0
AC091271.1	4.419668	0.753059	5.349953	2.267578	1.945758
AC091304.1	0	0	0	0	0
AC091390.5	0.522137	0.035834	0.205456	0.239376	0.735964
AC091435.2	0	0.046932	0.029899	0.07838	0
AC091488.1	0.073178	0.200885	0.076787	0	0.150031
AC091489.1	0	0	0.024447	0	0
AC091493.1	0	0.064518	0	0.107748	0
AC091544.2	0.10273	0.096688	0.115495	0.181659	0.015044
AC091544.4	0.194565	0.04091	0.282347	0.444097	0.178232
AC091544.5	0.036097	0.059455	0.075754	0.148939	0.148013
AC091544.6	0	0	0	0	0
AC091544.7	0.044596	0	0.233976	0.184008	0.137148
AC091551.1	0.024673	0	0.012945	0	0.037939
AC091563.1	3.746496	22.320668	3.908766	10.747229	3.22607
AC091564.2	0	0	0.042338	0	0
AC091564.3	0	0	0	0	0
AC091564.4	0	0	0	0	0
AC091564.5	0.396696	0.163348	0.208128	0	0.033888
AC091564.6	0	0	0	0	0.106703
AC091588.1	0	0	0	0	0
AC091588.2	0	0	0	0	0
AC091588.3	0.041816	0	0.021939	0	0.085732
AC091614.1	0	0	0	0	0
AC091685.1	0	0	0	0	0
AC091691.2	0	0	0	0	0
AC091705.1	0	0	0	0.211887	0
AC091729.1	0	0.030514	0.01944	0.02548	0.037983
AC091729.2	0.053309	0	0.055937	0	0.273236
AC091729.3	3.01559	1.20531	2.877389	2.278372	3.396311
AC091730.1	0	0	0	0	0
AC091736.1	0	0	0	0	0
AC091770.1	0	0	0	0	0
AC091806.1	0.0258	0.016998	0	0.028387	0.00529
AC091814.1	0	0	0	0	0.022953
AC091819.1	0	0	0	0	0
AC091819.2	0	0	0	0	0
AC091820.1	0	0	0	0	0
AC091820.2	0	0	0	0	0
AC091826.3	0	0	0	0	0.040057
AC091832.1	0	0	0	0	0
AC091849.2	0.279177	0.038319	0.659122	0.191985	0.023849
AC091860.2	0	0	0	0	0
AC091868.2	0	0	0	0	0
AC091885.2	0	0	0	0	0
AC091887.1	0.256708	0.060403	0.192404	0.050438	0.075186
AC091891.1	0.0468	0	0.417416	0.09655	0.023988
AC091906.1	0.041175	0	0.129614	0	0
AC091917.1	0	0	0	0	0
AC091917.2	0	0	0	0	0
AC091917.3	0	0	0	0	0
AC091932.1	0	0	0	0	0
AC091939.1	0	0.027169	0	0.022687	0
AC091944.1	0	0	0	0	0
AC091946.1	0.056687	0	0.07931	0	0.01937
AC091946.2	0.055324	0	0	0	0
AC091951.4	0	0	0	0	0
AC091953.1	0	0	0	0	0
AC091962.1	0	0	0	0	0
AC091965.1	0.555945	0.610459	0.048613	0.605327	0.023746
AC091965.4	0.767936	0.677602	0.057557	0.792141	0.028115
AC091979.1	0	0	0	0	0
AC091979.2	0	0	0	0	0
AC091980.2	0	0	0.012175	0.007979	0.005947
AC091982.1	0.819084	0.511728	0.148185	0.233076	0.608021
AC091982.3	4.302262	1.782833	3.047939	1.111823	2.738868
AC091987.1	0	0	0	0	0
AC092040.2	0.029699	0.004076	0.020775	0	0.005074
AC092042.1	0.063258	0.052096	0	0.043501	0.09727
AC092059.1	0	0	0	0	0
AC092067.1	0.03299	0	0.034617	0	0.033819
AC092068.1	0	0	0	0	0.036351
AC092068.2	0	0	0.009891	0	0.077299
AC092068.3	0.007986	0	0.025138	0.010983	0.016372
AC092069.1	0	0	0	0	0
AC092070.1	0	0	0	0	0
AC092070.2	9.525706	11.994157	7.599811	1.028612	10.047323
AC092070.3	0.047772	0	0	0	0.391773
AC092070.4	0	0.052301	0	0	0
AC092071.1	1.114337	0.0483	0.800036	1.008299	0.030061
AC092078.1	0	0	0	0	0
AC092078.2	0	0	0	0	0
AC092100.1	0	0	0	0	0
AC092111.1	0.038354	0.323761	0.417547	0.039563	0.820749
AC092111.2	0.011386	0.093765	0.035841	0.015659	0.058357
AC092112.1	0.10062	0	0.369536	0.138389	0
AC092114.1	0	0	0	0	0
AC092115.3	0	0	0	0	0
AC092115.4	0.380725	0	0.542176	0.374024	0.167265
AC092117.1	0.797531	0.130544	0.961605	0.395154	0.573812
AC092118.1	0.015231	0.012543	0.143839	0.062845	0.007807
AC092118.2	0.048274	0	0.101308	0.033197	0.173199
AC092119.2	1.176939	0.106707	0.317241	0.564323	1.10687
AC092119.3	0.138072	0.13645	0.231809	0.113939	0.226462
AC092120.1	0	0	0	0	0
AC092123.1	0.200278	0.126875	0.226318	0.487341	0.28427
AC092125.1	0.01614	0	0	0	0
AC092127.1	0.013979	0	0.009779	0	0.004777
AC092127.2	0.026787	0.044121	0	0	0.05492
AC092130.1	0	0	0	0	0
AC092131.1	0.117513	0	0	0	0
AC092132.1	0	0	0	0	0
AC092134.1	0.221364	0.033146	0.168931	0.2491	0.123776
AC092138.1	0	0	0	0	0
AC092138.2	0	0	0	0	0
AC092139.1	0	0	0	0	0
AC092140.1	0.029325	0	0	0	0
AC092140.2	0.092702	0.152688	0.129697	0	0.126706
AC092142.1	0.328237	0	1.394087	1.569304	0.512728
AC092142.2	0	0	0.047721	0	0
AC092143.2	0	0	0.01715	0	0
AC092145.1	0	0	0.00694	0.090971	0
AC092155.1	0	0	0	0	0
AC092159.1	0	0	0	0	0
AC092159.2	0	0	0	0.038778	0
AC092162.2	0.20999	0.025063	0.089415	0.012557	0.043676
AC092164.1	0.873255	0.11064	1.303984	0.384948	0.321346
AC092168.1	0	0	0	0	0
AC092168.2	0	0	0.117804	0	0.023017
AC092171.1	0.106901	0.14086	0.224343	0.088216	0.350671
AC092171.2	1.693613	2.283823	4.370059	4.760819	5.355621
AC092171.3	0.467613	0.620159	0.497042	0.467735	1.282425
AC092171.4	0.331155	0.083914	0.53459	0.245246	0.678939
AC092171.5	1.110881	0.788186	1.398788	0.869706	2.084829
AC092198.1	0.047861	0.009854	0.225994	0.032913	0.079727
AC092265.1	0	0	0	0	0
AC092279.2	1.403447	0.423591	0.3778	0.727632	1.431151
AC092287.1	0.208629	0.057272	0.328375	0.382587	0.178223
AC092295.1	0.07419	0	0.077848	0	0.152105
AC092295.2	0.95994	1.200114	0.825236	0.334042	4.777934
AC092296.1	0.028444	0	0.029846	0	0.058316
AC092296.2	0.072248	0.079332	0.063175	0.008281	0.308591
AC092296.4	0	0	0.067844	0	0.066279
AC092301.1	0.105361	0	0.132668	0.086946	0.172811
AC092316.1	0	0	0	0	0
AC092325.1	0	0	0	0	0.02979
AC092327.2	0	0	0	0	0
AC092329.1	0	0	0	0	0
AC092332.1	0.03884	0	0	0.02671	0
AC092335.1	0	0	0	0	0
AC092336.1	0	0	0	0	0
AC092337.1	0	0	0	0	0
AC092338.1	0.152239	0.125375	0.159745	0.157037	0.07803
AC092338.2	0.055324	0	0.01161	0	0.056713
AC092343.1	0	0	0	0	0
AC092353.1	0.036178	0	0	0	0
AC092354.1	0.256903	0.070523	0.134785	0.058889	0.219461
AC092354.2	0.751715	0.722248	0.39439	0.215391	0.931128
AC092364.1	0	0	0	0	0
AC092364.2	0.113628	0.029551	0.081579	0.065802	0.128742
AC092368.3	0.637493	0.816671	1.114878	0.946368	1.773782
AC092375.1	0	0	0	0	0
AC092375.2	0.029008	0	0.071022	0.09309	0.059472
AC092376.1	0	2.849568	0.100854	0	0
AC092376.2	0.121253	2.229062	0.160065	0.048416	0.060144
AC092378.1	0	0	0	0	0
AC092384.1	0.008885	0	0.027969	0.073319	0.309667
AC092384.2	0.036864	0.008674	0	0.036216	0.56685
AC092384.3	0	0.00923	0.01176	0.053949	0.304449
AC092422.1	0	0	0.028926	0	0
AC092427.1	0	0	0	0	0
AC092431.1	0.153326	0	0.241329	0	0
AC092435.1	0	0	0	0	0
AC092435.2	0	0	0	0	0
AC092435.3	0	0	0	0	0
AC092436.3	0	0	0.034975	0	0
AC092440.1	0	0	0	0	0
AC092447.4	0	0	0	0	0
AC092447.5	0.005873	0.009674	0	0.008078	0
AC092447.7	0	0	0.009206	0	0.008994
AC092447.8	0	0	0	0	0
AC092468.1	0	0	0	0	0
AC092471.1	0.058543	0.048212	0.092144	0	0.030006
AC092484.1	0.038654	0.604825	0	0.053163	0
AC092490.1	0	0.069812	0.066712	0.165168	0.028966
AC092490.2	0.06598	0	0	0	0
AC092506.1	0.052569	0	0.027581	0.018075	0.013472
AC092535.2	0	0.06124	0.007803	0	0.015246
AC092535.4	0	0	0.032802	0	0
AC092535.5	0.121657	1.536239	0.808484	0.501965	1.16397
AC092542.1	0	0	0.095172	0	0.139466
AC092546.1	0	0.040858	0.026029	0	0.050858
AC092567.1	0	0	0	0	0
AC092573.2	0	0	0.036965	0	0
AC092574.1	0.191658	0.441947	0.844653	0.105439	0.589408
AC092574.2	0.04276	0	0.044869	0	0.131501
AC092580.2	0	0	0	0.047212	0
AC092590.1	0	0	0	0	0
AC092598.1	0.060599	0.099812	0	0	0.124242
AC092608.1	0	0	0	0	0
AC092611.1	0.012553	0.020676	0.072446	0.146752	0.070775
AC092614.1	0.088555	0.116686	0.074337	0.243589	0.108934
AC092620.1	0	0	0	0	0
AC092620.2	0.040772	0.038375	0.024447	0.024033	0.005971
AC092625.1	0	0	0	0	0
AC092634.3	0.055134	0.756758	0.752088	0.151659	0.8101
AC092634.4	0	0	0	0	0
AC092637.1	0	0	0	0	0
AC092650.1	0.016764	0.009204	0.058636	0.023057	0
AC092652.1	0	0	0	0	0
AC092653.1	0.181912	0.19975	0.127255	0	0
AC092656.1	0.039235	0.021541	0.068615	0.035974	0.026813
AC092660.1	0	0	0	0	0
AC092666.1	0	0	0	0.016045	0
AC092667.1	0.578975	0.697271	0.05226	0.111311	1.384859
AC092669.1	0	0	0	0	0
AC092673.1	0	0	0	0	0
AC092674.1	0.028195	0	0	0	0
AC092675.1	0	0	0	0.019023	0
AC092675.2	0	0	0	0	0
AC092681.2	0.005289	0	0.00555	0.021822	0.021687
AC092681.3	0.023745	0.03911	0	0.163291	0.024341
AC092683.1	0.088457	0.055264	0.24645	0.142637	0.093805
AC092683.2	0	0	0.052179	0.017098	0
AC092687.1	0	0	0	0	0
AC092687.2	0	0	0	0	0.029055
AC092687.3	2.744653	1.079565	1.332531	1.408539	2.267647
AC092691.1	0	0	0	0	0.059579
AC092691.3	0	0	0	0	0
AC092718.1	0.029594	0.024372	0.031053	0.040703	0.045506
AC092718.2	0.206842	0.094635	0.036174	0.126437	0.070679
AC092718.4	7.779796	3.222015	3.185144	5.597409	3.757067
AC092718.5	0.325785	0.447164	0.427312	0.298715	0.528778
AC092718.6	0.162291	0	0.034059	0.044642	0.033273
AC092720.1	0.201834	0	0.012458	0.016329	0.158219
AC092720.2	0	0	0	0	0
AC092723.1	0	0.167828	0.035639	0	0
AC092725.1	0	0	0	0	0
AC092745.1	0	0	0.119105	0.052038	0
AC092745.2	0.285632	0.171076	2.234243	0	0.186329
AC092746.1	0	0	0	0	0
AC092747.1	0	0	0.054937	0	0
AC092747.4	3.806374	3.148961	3.449416	3.462327	2.67815
AC092755.1	0	0	0	0	0
AC092755.2	0.040048	0	0.042023	0.165241	0.041053
AC092756.1	0.107807	0.118379	0.075415	0.098849	0.036838
AC092757.2	0.203466	0.125672	0.106749	0	0.208574
AC092757.3	0.237189	0.097668	0.031111	0	0.151965
AC092794.1	0.525576	3.508238	1.190061	0.304361	1.162613
AC092794.2	0.028595	0.282595	0.060011	0.078658	0.117254
AC092800.1	0	0	0.029176	0	0.028503
AC092801.1	0.914414	0.04564	0.058152	0	0
AC092802.2	0.057842	0.116441	0.074181	0.035357	0.019765
AC092802.3	0.102181	0.130901	0.10722	0.171766	0.08147
AC092802.4	0	0	0.040222	0	0
AC092803.1	1.865103	0.544579	0.729453	1.970531	1.520854
AC092807.2	0.063134	0.311963	0	0	0
AC092807.3	0.066252	0.218245	0.347594	0.09112	0
AC092809.3	0.117146	0	0.035121	0.046034	0.051466
AC092809.5	0.377231	0.040086	0.51075	0.200837	0.08732
AC092810.3	0.238255	0.056061	0	0	0
AC092813.1	0	0	0	0	0
AC092813.2	0	0	0	0	0
AC092818.1	0.025194	0.165989	0.264367	0.069303	0.284097
AC092819.1	0	0	0	0	0
AC092821.2	0.047147	0.031062	0.075857	0.086459	0.053164
AC092828.1	0.008959	0.019675	0.009401	0.032858	0
AC092832.2	0	0	0	0	0
AC092834.1	0	0	0.535074	0	0.074676
AC092839.1	0	0	0	0	0
AC092839.2	0.042704	0	0.044809	0.058733	0.043776
AC092848.1	0	0	0	0	0
AC092849.1	0.096692	0	0	0	0
AC092868.3	0	0	0	0	0.033206
AC092894.1	0	0.016965	0	0	0
AC092902.2	0	0	0.181159	0	0.132735
AC092903.2	0.377031	0.186301	2.492419	0.051855	1.46869
AC092910.3	0.836514	0.350496	0.91626	0.444056	0.827428
AC092916.1	0	0	0	0	0
AC092919.2	0.070302	0	0.073769	0	0
AC092924.1	0	0	0	0	0
AC092925.1	0	0	0	0	0
AC092941.1	0	0	0	0	0
AC092941.2	0	0	0	0	0
AC092944.1	0.208539	0.103045	0.415762	0.272476	0.299285
AC092953.2	0.575795	0.56903	0.459182	0.85528	12.230013
AC092954.1	0	0	0	0.099516	0
AC092954.2	0	0	0	0	0.03838
AC092957.1	0.028244	0	0	0	0
AC092958.1	0.011357	0	0	0.00781	0
AC092958.2	0	0	0	0	0
AC092966.1	0	0	0.032116	0	0
AC092969.1	0	0	0.111464	0.064933	0.012099
AC092979.1	0.022771	0.018753	0	0.031319	0
AC092994.1	0	0	0	0	0
AC093001.1	72.490365	0.240624	2.176783	0.482227	463.294237
AC093010.2	0.005192	0	0	0.021421	0.005322
AC093010.3	3.279295	10.89732	6.70088	3.296938	4.433025
AC093012.2	0.08256	0.158648	0.115508	0.018925	0.042316
AC093019.2	0.041925	0	0	0	0
AC093025.1	0	0	0	0	0
AC093072.1	0	0	0.028062	0	0
AC093074.1	0	0	0	0	0
AC093083.1	0	0	0	0	0
AC093110.1	0.091177	0.150176	0.177678	0.143315	0.413921
AC093117.1	0	0	0	0	0
AC093151.2	0	0.05419	0.034523	0.135749	0
AC093152.1	0.028545	0.047016	0	0	0
AC093157.1	0.71993	1.092418	1.124221	1.216264	0.395153
AC093157.2	0.215936	0.118555	0.629399	0.494983	0.172167
AC093158.1	0.011434	0.056499	0.023996	0	0.023442
AC093159.1	0.03797	0.06254	0.039842	0.365556	0.233539
AC093206.1	0	0	0.06798	0	0
AC093227.1	2.095267	1.988761	1.353929	1.009425	3.761812
AC093248.1	0	0	0	0	0
AC093249.2	0.567815	0.165042	0.350478	0.137815	0.205437
AC093249.6	0.392664	0.323376	0.33845	0.771506	0.388147
AC093274.1	0.020663	0	0.027876	0.00812	0.003026
AC093278.2	0.80982	2.336894	0.605023	2.040472	1.029389
AC093281.1	0	0	0.030771	0	0
AC093281.2	0	0	0	0	0
AC093283.1	0	0	0	0	0
AC093292.1	0	0.059057	0	0	0
AC093297.1	0.081722	0.179471	0	0	0.027925
AC093297.2	7.496344	21.849769	2.959809	3.844321	5.179862
AC093305.1	0	0	0	0	0
AC093326.1	0	0	0.044339	0.029058	0
AC093330.1	0	0	0.006817	0.008936	0.01332
AC093334.1	0	0	0	0.052346	0
AC093382.1	0.127435	0.209896	0.445727	0.40896	0.783804
AC093388.1	0.299521	0.308335	0.314289	0.308961	0.307041
AC093390.1	0	0.007792	0	0	0.00485
AC093422.2	0.023468	0	0	0	0
AC093423.2	0.221042	0.182038	0	0.202675	0.113296
AC093424.1	0	0	0.049979	0.196529	0.048827
AC093425.1	0	0	0.006396	0.058688	0.006249
AC093426.1	0	0	0	0.007354	0
AC093458.1	0	0.23889	0	0.299219	0.07434
AC093459.1	0	0	0	0	0.082352
AC093462.1	0.038263	0.094534	0.020075	0.013156	0.019612
AC093484.2	0	0.012242	0	0	0
AC093484.3	0	0	0	0	0
AC093484.4	1.800572	0.348905	0.333416	0.437018	0.597164
AC093495.1	0.437065	0.231155	0.340806	0.292289	0.439818
AC093496.1	0	0	0.082674	0	0.026922
AC093503.1	0.209576	0.031381	0.039984	0.052408	0.136715
AC093503.2	0	0	0	0	0
AC093510.1	0.360431	0.039577	0.605125	0.363529	0.024632
AC093510.2	0.34139	0.118379	0.282808	0.098849	1.270912
AC093512.1	0	0	0	0	0
AC093515.1	0.434137	0	0.797201	0	0.037086
AC093520.1	0.227776	0	0	0.451115	0
AC093523.2	0.032263	0.05314	0	0	0
AC093525.3	0	0	0	0	0
AC093525.4	0	0.173313	0.110412	0.09648	0.179776
AC093525.5	0	0	0	0	0.028852
AC093525.6	0.088502	0.159021	0.092865	0.033197	0.626817
AC093525.7	0.03108	0.007313	0.04193	0	0.022757
AC093534.2	0	0	0	0	0
AC093535.1	0.085786	0.188397	0.080014	0.078658	0.058627
AC093536.2	0	0	0	0	0
AC093567.1	0.036714	0.211651	0.057787	0.075743	0.018818
AC093579.1	0	0	0	0	0
AC093581.1	0	0	0	0	0
AC093582.1	0.459978	0.13775	0.394903	0.74766	0.642991
AC093583.1	0.040416	0.033285	0	0.20382	0.006905
AC093585.1	0.112845	0.061955	0.07894	0.155203	0.038559
AC093591.2	0.033514	0.0483	0.008792	0.028809	0.021472
AC093599.1	0	0	0	0	0
AC093607.1	0	0	0.07209	0	0.023476
AC093620.1	0.138072	0.090967	0.695426	0.645657	1.075696
AC093627.1	0	0.069873	0.022257	0	0
AC093627.2	0	0	0	0	0
AC093627.3	0	0	0	0	0
AC093627.4	0.287654	0.638587	0.354331	0.589141	0.083334
AC093627.5	0.38887	0.256201	0.606238	0.473712	0.660593
AC093627.6	0.133051	0	0.11169	0.182994	0.027278
AC093627.7	0	0	0.015798	0.020707	0.066878
AC093635.1	0.899236	0.191112	0.547883	0.598439	0.208151
AC093639.1	0	0	0	0	0
AC093642.1	0	0	0	0.235139	0.02921
AC093655.1	0.025116	0	0	0	0
AC093673.1	4.546542	6.015388	3.493318	4.339605	4.864438
AC093673.2	0	0	0	0.13379	0
AC093677.2	0.190114	0.0854	0.136015	0.178279	0.168312
AC093689.1	0	0	0	0	0
AC093690.1	0.03815	0.025134	0.048037	0.031482	0.070394
AC093702.1	0.350937	0	0.460301	0	1.259118
AC093714.1	0	0	0	0	0
AC093714.2	0	0	0	0	0
AC093722.1	0	0	0	0	0
AC093725.1	0	0	0	0	0
AC093725.2	0	0	0	0	0
AC093726.1	1.805521	2.808634	0.999901	3.310989	4.952744
AC093726.2	0.640176	0.195264	0.199035	0.717421	1.142358
